Azone,Bzone,Czone,Marea
AAMPO,S410430203001,NA,AAMPO
AAMPO,S410430203002,NA,AAMPO
AAMPO,S410430203004,NA,AAMPO
AAMPO,S410430204001,NA,AAMPO
AAMPO,S410430205001,NA,AAMPO
AAMPO,S410430206003,NA,AAMPO
AAMPO,S410430207001,NA,AAMPO
AAMPO,S410430208023,NA,AAMPO
AAMPO,S410030101001,NA,AAMPO
AAMPO,S410030101002,NA,AAMPO
AAMPO,S410030101003,NA,AAMPO
AAMPO,S410030101004,NA,AAMPO
AAMPO,S410470108021,NA,AAMPO
AAMPO,S410470108022,NA,AAMPO
AAMPO,S410470108023,NA,AAMPO
AAMPO,S410470108024,NA,AAMPO
