Geo,Year,FwySmooth,ArtSmooth,LdvEcoDrive,HvyTrkEcoDrive
Albany,2010,0,0,0.013075491,0
Bend,2010,0,0,0.013075491,0
Corvallis,2010,0,0,0.013075491,0
Eugene,2010,0,0,0.013075491,0
Grants Pass,2010,0,0,0.013075491,0.013075491
Portland,2010,0.013075491,0.013075491,0.013075491,0.013075491
Medford,2010,0,0,0.013075491,0
Salem,2010,0,0,0.013075491,0
None,2010,0,0,0.013075491,0
