Geo,Year,DRRevMi,VPRevMi,MBRevMi,RBRevMi,MGRevMi,SRRevMi,HRRevMi,CRRevMi
AAMPO,2010,80152,0,120621,0,0,0,0,0
AAMPO,2040,131547,0,270824,0,0,0,0,0
